mf
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.007706
0.007706
0.007706
0.007706
0.007706
0.026714
0.026714
0.026714
0.026714
0.026714
0.051373
0.051373
0.051373
0.051373
0.051373
0.063189
0.063189
0.063189
0.063189
0.063189
0.035961
0.035961
0.035961
0.035961
0.035961
0.007706
0.007706
0.007706
0.007706
0.007706
0.000514
0.000514
0.000514
0.000514
0.000514
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
